trial_id,parameters,auc,primary_metric
008,11737,0.9759317570140463,0.9087954018401105
112,10525,0.9762241592153953,0.9078959064645751
011,8957,0.9752044684564914,0.9065023689231151
102,7051,0.9750532812400918,0.905302638620552
065,5141,0.9750961390219175,0.9049522133633265
024,4669,0.9726148762010677,0.8927738018570421
064,2965,0.9717863544405329,0.8921715178946669
027,2957,0.9681336472468894,0.8817104622650351
009,2771,0.9667343493584891,0.8806280443005252
075,2271,0.9669769400142464,0.8754303216111701
089,2107,0.9651759553306453,0.8745680154562029
010,1589,0.962604008645182,0.873079841930695
078,1545,0.9623251676633351,0.8704560365966119
056,1339,0.9618201861942168,0.8682425220943276
022,1311,0.9609476386890026,0.867906005000892
096,1171,0.9591181869917045,0.8657336102872035
052,725,0.9573314396658658,0.8611871524848748
066,489,0.95540936037729,0.8535415929685162
015,405,0.9465055282977843,0.7818486368487729
017,391,0.93217189792217,0.7774485171176237
